W +18        74        19       3727088.1
    1 60960A              (0)0(   500.0)            0.0
    2 60959A51D           (0)0( 10009.5)      1097625.0
    3 60959A51E           (0)0( 14013.5)      1675205.1
    4 9961A               (0)0(  1819.5)      1799131.4
    5 60959A51I           (0)0( 10009.5)      2094214.9
    6 60959A51F           (0)0( 18017.5)      2101984.3
    7 9960A51C            (0)0( 30029.0)      2345601.0
    8 60959A51J           (0)0( 14013.5)      2377710.1
    9 60959A51K           (0)0( 18017.5)      2596548.2
   10 60959A51O           (0)0( 10009.5)      2608432.7
   11 60959A51L           (0)0( 22021.0)      2628767.0
   12 60959A51P           (0)0( 14013.5)      2770284.2
   13 9960A51D            (0)0( 50049.5)      2891895.0
   14 60959A51Q           (0)0( 18017.5)      2898896.3
   15 60959A51V           (0)0( 10009.5)      2911867.2
   16 60959A51R           (0)0( 22021.0)      2922138.6
   17 60959A51W           (0)0( 14013.5)      3013418.1
   18 60959A51X           (0)0( 18017.5)      3095830.8
   19 60959A51Y           (0)0( 22021.0)      3112445.0
   20 60652755860961A     (0)0(  1091.5)      3430507.5
   21 9960A51E            (0)0( 70069.5)      3468443.6
   22 9960A51H            (0)0( 30029.0)      3628188.2
   23 9960A51I            (0)0( 50049.5)      3888616.6
   24 9960A51F            (0)0( 90089.5)      3895519.1
   25 9960A51J            (0)0( 70069.5)      4171705.8
   26 9960A51N            (0)0( 30029.0)      4257421.6
   27 9960A51K            (0)0( 90089.5)      4390467.1
   28 9960A51O            (0)0( 50049.5)      4402911.3
   29 9960A51P            (0)0( 70069.5)      4564543.3
   30 9960A51Q            (0)0( 90089.5)      4693067.6
   -1    5165.91 932.157 824.077 245.591 212.664 172.911 78.6731 67.3633 52.3570 35.9257 29.0416 24.0500 18.7741 14.8727 17.3271 14.9509 12.3629 10.3650 10.0685 11.5875 10.2604 8.78305 7.60930 7.39590 7.49320 6.56570 5.81350 5.66220                                                                
 19.0    3         7.22+04 1.08+05 1.80+05 3.61+05 7.22+05 1.80+06 3.61+06 5.42+06 7.22+06 1.08+07 1.80+07 3.61+07 7.22+07 1.08+08
    2    1 3.37+10 2.61+02 2.62+02 2.64+02 2.70+02 2.83+02 3.26+02 3.92+02 4.47+02 4.94+02 5.69+02 6.82+02 8.59+02 1.06+03 1.18+03
    3    1 8.72+06 3.99+02 3.99+02 3.99+02 4.01+02 4.05+02 4.16+02 4.30+02 4.41+02 4.50+02 4.62+02 4.77+02 4.95+02 5.09+02 5.16+02
    4    1 1.26+12 7.33+02 7.34+02 7.36+02 7.42+02 7.56+02 8.02+02 8.79+02 9.47+02 1.01+03 1.11+03 1.27+03 1.52+03 1.82+03 2.00+03
    5    1 1.49+10 2.60+01 2.61+01 2.61+01 2.64+01 2.69+01 2.87+01 3.17+01 3.45+01 3.70+01 4.12+01 4.77+01 5.84+01 7.07+01 7.84+01
    6    1 3.49+11 5.22+02 5.23+02 5.25+02 5.31+02 5.45+02 5.96+02 6.88+02 7.75+02 8.55+02 9.94+02 1.22+03 1.60+03 2.07+03 2.36+03
    7    1 6.68+10 9.05+01 9.07+01 9.11+01 9.21+01 9.46+01 1.04+02 1.21+02 1.38+02 1.54+02 1.82+02 2.29+02 3.12+02 4.13+02 4.78+02
    8    1 5.30+06 9.54+01 9.54+01 9.55+01 9.57+01 9.61+01 9.76+01 9.98+01 1.02+02 1.03+02 1.05+02 1.08+02 1.11+02 1.14+02 1.15+02
    9    1 2.62+11 2.53+02 2.53+02 2.54+02 2.56+02 2.61+02 2.79+02 3.11+02 3.43+02 3.72+02 4.25+02 5.10+02 6.59+02 8.40+02 9.56+02
