W +62        74        63 56460001.0(1S)
    1  3s2               (0)0(     0.0)            0.0000   {X}
    2  3s1 3p1           (0)0(     5.5)      3221644.5000   {X}
    3  3s1 3d1           (0)0(     9.5)      6228116.2000   {X}
    4  3s1 4s1           (0)0(     1.5)     25836628.3000   {X}
    5  3s1 4p1           (0)0(     5.5)     27222116.1000   {X}
    6  3s1 4d1           (0)0(     9.5)     28402878.0000   {X}
    7  3s1 4f1           (0)0(    13.5)     28969824.6000   {X}
    8  3s1 5s1           (0)0(     1.5)     37303546.5000   {X}
    9  3s1 5p1           (0)0(     5.5)     37995396.0000   {X}
   10  3s1 5d1           (0)0(     9.5)     38582753.7000   {X}
   11  3s1 5f1           (0)0(    13.5)     38863264.1000   {X}
   12  3s1 6s1           (0)0(     1.5)     43358903.3000   {X}
   13  3s1 6p1           (0)0(     5.5)     43751982.2000   {X}
   14  3s1 6d1           (0)0(     9.5)     44086307.7000   {X}
   15  3s1 6f1           (0)0(    13.5)     44246140.0000   {X}
   -1
 63.0    3           3.97+05 7.94+05 1.98+06 3.97+06 7.94+06 1.98+07 3.97+07 7.94+07 1.98+08 3.97+08 7.94+08 1.98+09 3.97+09 7.94+09
     2     1 3.71+11 2.42-01 2.44-01 2.49-01 2.59-01 2.75-01 3.12-01 3.51-01 3.97-01 4.66-01 5.23-01 5.81-01 6.60-01 7.22-01 7.86-01
     3     1 1.05+08 2.16-02 2.16-02 2.17-02 2.19-02 2.21-02 2.25-02 2.28-02 2.30-02 2.33-02 2.34-02 2.35-02 2.35-02 2.36-02 2.36-02
     4     1 1.00-30 5.96-03 5.97-03 5.98-03 6.00-03 6.06-03 6.23-03 6.49-03 6.87-03 7.48-03 7.93-03 8.30-03 8.65-03 8.82-03 8.93-03
     5     1 2.28+13 2.37-03 2.38-03 2.39-03 2.42-03 2.48-03 2.74-03 3.25-03 4.30-03 6.95-03 1.00-02 1.40-02 2.04-02 2.58-02 3.15-02
     6     1 2.10+11 6.15-03 6.15-03 6.17-03 6.20-03 6.27-03 6.49-03 6.83-03 7.36-03 8.25-03 8.93-03 9.50-03 1.00-02 1.03-02 1.05-02
     8     1 1.00-30 1.21-03 1.21-03 1.21-03 1.21-03 1.22-03 1.24-03 1.27-03 1.32-03 1.41-03 1.48-03 1.54-03 1.60-03 1.63-03 1.65-03
     9     1 1.30+13 7.03-04 7.04-04 7.06-04 7.12-04 7.24-04 7.73-04 8.68-04 1.07-03 1.59-03 2.22-03 3.04-03 4.36-03 5.50-03 6.69-03
    10     1 9.41+10 1.77-03 1.77-03 1.77-03 1.77-03 1.78-03 1.81-03 1.86-03 1.94-03 2.09-03 2.20-03 2.30-03 2.40-03 2.45-03 2.48-03
    12     1 1.00-30 4.68-04 4.68-04 4.69-04 4.70-04 4.72-04 4.77-04 4.87-04 5.03-04 5.33-04 5.57-04 5.79-04 6.00-04 6.10-04 6.17-04
    13     1 7.71+12 3.17-04 3.17-04 3.18-04 3.20-04 3.25-04 3.42-04 3.77-04 4.51-04 6.47-04 8.87-04 1.20-03 1.71-03 2.15-03 2.61-03
    14     1 4.80+10 7.61-04 7.61-04 7.62-04 7.63-04 7.66-04 7.76-04 7.92-04 8.18-04 8.66-04 9.05-04 9.38-04 9.70-04 9.87-04 9.97-04
     3     2 5.31+11 7.39-01 7.44-01 7.62-01 7.92-01 8.45-01 9.58-01 1.07+00 1.21+00 1.42+00 1.59+00 1.76+00 1.99+00 2.17+00 2.36+00
     4     2 6.70+13 5.48-03 5.49-03 5.52-03 5.59-03 5.75-03 6.35-03 7.49-03 9.73-03 1.50-02 2.08-02 2.81-02 3.96-02 4.90-02 5.89-02
     5     2 2.17+11 4.66-02 4.67-02 4.68-02 4.70-02 4.74-02 4.89-02 5.10-02 5.40-02 5.88-02 6.22-02 6.50-02 6.77-02 6.89-02 6.97-02
     6     2 1.15+14 3.49-02 3.50-02 3.52-02 3.57-02 3.68-02 4.11-02 4.90-02 6.39-02 9.84-02 1.36-01 1.82-01 2.54-01 3.14-01 3.76-01
     7     2 6.64+11 8.29-02 8.30-02 8.31-02 8.34-02 8.40-02 8.58-02 8.85-02 9.26-02 9.90-02 1.04-01 1.08-01 1.11-01 1.13-01 1.14-01
     8     2 3.05+13 1.21-03 1.21-03 1.22-03 1.23-03 1.24-03 1.31-03 1.43-03 1.68-03 2.31-03 3.04-03 3.97-03 5.46-03 6.71-03 8.02-03
     9     2 1.15+11 9.83-03 9.83-03 9.84-03 9.86-03 9.91-03 1.01-02 1.03-02 1.07-02 1.14-02 1.19-02 1.24-02 1.28-02 1.30-02 1.31-02
    10     2 6.04+13 1.06-02 1.06-02 1.06-02 1.07-02 1.09-02 1.16-02 1.29-02 1.55-02 2.18-02 2.87-02 3.74-02 5.10-02 6.23-02 7.40-02
    11     2 4.80+10 1.20-02 1.20-02 1.20-02 1.21-02 1.21-02 1.22-02 1.23-02 1.24-02 1.27-02 1.29-02 1.30-02 1.31-02 1.32-02 1.32-02
