W +27        74        28  7109000.1(1S)
    1  4dA 4f1                 (0)0(     6.5)            0.0000   {X}
    2  4dA 5s1                 (0)0(     0.5)      1116017.0000   {X}
    3  4dA 5p1                 (0)0(     2.5)      1619195.2000   {X}
    4  4d9 4f2                 (0)0(   454.5)      1703605.1000   {X}
    5  4dA 5d1                 (0)0(     4.5)      2286288.0000   {X}
    6  4d9 4f1 5s1             (0)0(   139.5)      2803776.0000   {X}
    7  4dA 5f1                 (0)0(     6.5)      2979706.8000   {X}
    8  4d9 4f1 5p1             (0)0(   419.0)      3306767.7000   {X}
    9  4dA 6s1                 (0)0(     0.5)      3380138.1000   {X}
   10  3dA 4s2 4p5 4dA 4f2     (0)0(   272.5)      3417942.5000   {X}
   11  4dA 5g1                 (0)0(     8.5)      3513117.7000   {X}
   12  4dA 6p1                 (0)0(     2.5)      3633521.4000   {X}
   13  4d9 4f1 5d1             (0)0(   699.5)      3974332.4000   {X}
   14  4dA 6d1                 (0)0(     4.5)      3975978.5000   {X}
   15  4d9 5s2                 (0)0(     4.5)      3990683.2000   {X}
   16  4dA 6f1                 (0)0(     6.5)      4329606.8000   {X}
   17  4d9 5s1 5p1             (0)0(    59.5)      4470070.5000   {X}
   18  3dA 4s2 4p5 4dA 4f1 5s1 (0)0(    83.5)      4526563.2000   {X}
   19  4dA 6g1                 (0)0(     8.5)      4599088.6000   {X}
   20  4d9 4f1 5f1             (0)0(   979.5)      4666181.9000   {X}
   21  4dA 6h1                 (0)0(    10.5)      4683333.9000   {X}
   22  3dA 4s2 4p5 4dA 4f1 5p1 (0)0(   251.0)      5030421.8000   {X}
   23  4d9 4f1 6s1             (0)0(   139.5)      5066580.3000   {X}
   24  4d9 5s1 5d1             (0)0(    98.5)      5156861.1000   {X}
   25  4d9 4f1 5g1             (0)0(  1259.5)      5197946.7000   {X}
   26  4d9 4f1 6p1             (0)0(   419.0)      5319908.7000   {X}
   27  4d9 4f1 6d1             (0)0(   699.5)      5662563.3000   {X}
   28  3dA 4s2 4p5 4dA 4f1 5d1 (0)0(   419.0)      5694902.9000   {X}
   29  3dA 4s2 4p5 4dA 5s2     (0)0(     2.5)      5721810.5000   {X}
   30  4d9 5s1 5f1             (0)0(   139.5)      5855218.1000   {X}
   31  4d9 4f1 6f1             (0)0(   979.5)      6015829.5000   {X}
   32  3dA 4s2 4p5 4dA 5s1 5p1 (0)0(    35.5)      6202064.6000   {X}
   33  4d9 5s1 6s1             (0)0(    19.5)      6268938.5000   {X}
   34  4d9 4f1 6g1             (0)0(  1259.5)      6284312.7000   {X}
   35  3dA 4s2 4p5 4dA 4f1 5f1 (0)0(   587.5)      6387498.6000   {X}
   36  4d9 5s1 5g1             (0)0(   179.5)      6394488.9000   {X}
   37  4d9 5s1 6p1             (0)0(    59.5)      6526854.0000   {X}
   38  3dA 4s2 4p5 4dA 4f1 6s1 (0)0(    83.5)      6789191.9000   {X}
   39  4d9 5s1 6d1             (0)0(    98.5)      6871264.4000   {X}
   40  3dA 4s2 4p5 4dA 5s1 5d1 (0)0(    59.5)      6885716.8000   {X}
   41  3dA 4s2 4p5 4dA 4f1 6p1 (0)0(   251.0)      7042816.6000   {X}
   42  4d9 5s1 6f1             (0)0(   139.5)      7224673.2000   {X}
   43  3dA 4s2 4p5 4dA 4f1 6d1 (0)0(   419.0)      7384319.0000   {X}
   44  4d9 5s1 6g1             (0)0(   179.5)      7495032.9000   {X}
   45  3dA 4s2 4p5 4dA 5s1 5f1 (0)0(    83.5)      7584841.9000   {X}
   46  3dA 4s2 4p5 4dA 4f1 6f1 (0)0(   587.5)      7737837.6000   {X}
   47  3dA 4s2 4p5 4dA 5s1 6s1 (0)0(    11.5)      7999835.3000   {X}
   48  3dA 4s2 4p5 4dA 5s1 6p1 (0)0(    35.5)      8258047.1000   {X}
   49  3dA 4s2 4p5 4dA 5s1 6d1 (0)0(    59.5)      8601305.2000   {X}
   50  3dA 4s2 4p5 4dA 5s1 6f1 (0)0(    83.5)      8954955.5000   {X}
   -1
 28.0    3           7.84+04 1.57+05 3.92+05 7.84+05 1.57+06 3.92+06 7.84+06 1.57+07 3.92+07 7.84+07 1.57+08 3.92+08 7.84+08 1.57+09
     5     1 3.22+11 8.79-02 8.83-02 8.95-02 9.20-02 9.79-02 1.18-01 1.49-01 1.98-01 2.91-01 3.80-01 4.83-01 6.29-01 7.45-01 8.65-01
     7     1 1.85+08 3.52-01 3.53-01 3.54-01 3.56-01 3.61-01 3.74-01 3.90-01 4.11-01 4.40-01 4.58-01 4.71-01 4.83-01 4.89-01 4.92-01
    11     1 5.19+12 8.79-01 8.81-01 8.87-01 9.01-01 9.33-01 1.05+00 1.23+00 1.56+00 2.21+00 2.87+00 3.64+00 4.79+00 5.70+00 6.65+00
    14     1 1.31+11 1.26-02 1.26-02 1.27-02 1.28-02 1.31-02 1.42-02 1.61-02 1.92-02 2.58-02 3.23-02 4.00-02 5.13-02 6.02-02 6.94-02
    16     1 1.04+08 7.93-02 7.93-02 7.95-02 7.97-02 8.02-02 8.18-02 8.40-02 8.69-02 9.12-02 9.41-02 9.64-02 9.84-02 9.95-02 1.00-01
    19     1 2.95+12 3.04-01 3.04-01 3.06-01 3.09-01 3.16-01 3.41-01 3.84-01 4.60-01 6.21-01 7.85-01 9.78-01 1.27+00 1.50+00 1.74+00
    21     1 1.56+09 4.23-02 4.24-02 4.26-02 4.29-02 4.36-02 4.60-02 4.97-02 5.52-02 6.42-02 7.08-02 7.63-02 8.16-02 8.42-02 8.58-02
    10     1 2.02+08 3.22+00 3.22+00 3.23+00 3.24+00 3.26+00 3.31+00 3.39+00 3.49+00 3.62+00 3.71+00 3.77+00 3.83+00 3.86+00 3.87+00
    18     1 7.73+11 2.58-01 2.59-01 2.61-01 2.64-01 2.74-01 3.11-01 3.82-01 5.19-01 8.41-01 1.19+00 1.64+00 2.33+00 2.90+00 3.50+00
    22     1 4.07+08 1.44+00 1.44+00 1.44+00 1.45+00 1.46+00 1.52+00 1.59+00 1.71+00 1.89+00 2.03+00 2.14+00 2.25+00 2.30+00 2.34+00
    28     1 2.39+11 2.21-01 2.21-01 2.22-01 2.23-01 2.25-01 2.36-01 2.60-01 3.16-01 4.79-01 6.87-01 9.71-01 1.45+00 1.87+00 2.31+00
    35     1 7.04+08 2.02-01 2.02-01 2.03-01 2.05-01 2.08-01 2.18-01 2.36-01 2.66-01 3.21-01 3.67-01 4.07-01 4.48-01 4.69-01 4.83-01
    38     1 3.46+11 5.09-02 5.09-02 5.11-02 5.15-02 5.25-02 5.62-02 6.34-02 7.82-02 1.16-01 1.59-01 2.15-01 3.04-01 3.79-01 4.58-01
    41     1 2.41+08 3.22-01 3.22-01 3.23-01 3.23-01 3.25-01 3.33-01 3.44-01 3.62-01 3.94-01 4.19-01 4.41-01 4.62-01 4.72-01 4.79-01
    43     1 1.68+11 6.74-02 6.74-02 6.76-02 6.80-02 6.89-02 7.24-02 8.01-02 9.78-02 1.49-01 2.15-01 3.04-01 4.57-01 5.90-01 7.33-01
    46     1 5.59+08 1.17-01 1.17-01 1.17-01 1.18-01 1.19-01 1.23-01 1.30-01 1.42-01 1.65-01 1.85-01 2.02-01 2.20-01 2.29-01 2.35-01
     4     1 1.52+11 3.00+01 3.01+01 3.04+01 3.09+01 3.22+01 3.60+01 4.10+01 4.81+01 6.00+01 7.06+01 8.21+01 9.80+01 1.10+02 1.23+02
     6     1 6.60+07 5.23-01 5.23-01 5.25-01 5.29-01 5.37-01 5.59-01 5.86-01 6.20-01 6.65-01 6.93-01 7.15-01 7.33-01 7.42-01 7.47-01
     8     1 1.33+11 7.43-01 7.45-01 7.53-01 7.68-01 8.06-01 9.42-01 1.18+00 1.59+00 2.47+00 3.37+00 4.44+00 6.06+00 7.35+00 8.69+00
    13     1 7.14+07 2.97+00 2.97+00 2.98+00 2.99+00 3.03+00 3.14+00 3.30+00 3.51+00 3.83+00 4.05+00 4.22+00 4.38+00 4.45+00 4.50+00
    20     1 2.04+11 5.12-01 5.14-01 5.19-01 5.28-01 5.50-01 6.38-01 8.08-01 1.15+00 1.99+00 2.93+00 4.13+00 6.03+00 7.62+00 9.29+00
    25     1 7.50+08 2.81+00 2.81+00 2.82+00 2.83+00 2.86+00 2.95+00 3.10+00 3.32+00 3.68+00 3.95+00 4.17+00 4.39+00 4.49+00 4.56+00
