W +27        74        28       7108970.9
    1 60951A              (0)0(     6.5)            0.0
    2 60951C              (0)0(     2.5)      1619195.2
    3 9952A               (0)0(   454.5)      1703605.1
    4 60951D              (0)0(     4.5)      2286288.0
    5 60951E              (0)0(     6.5)      2979706.8
    6 9951A51C            (0)0(   419.0)      3306767.7
    7 60951F              (0)0(     8.5)      3513117.7
    8 60951H              (0)0(     2.5)      3633521.4
    9 9951A51D            (0)0(   699.5)      3974332.4
   10 60951I              (0)0(     4.5)      3975978.5
   11 60951J              (0)0(     6.5)      4329606.8
   12 60951K              (0)0(     8.5)      4599088.6
   13 9951A51E            (0)0(   979.5)      4666181.9
   14 60951L              (0)0(    10.0)      4683333.9
   15 60951N              (0)0(     2.5)      4698938.5
   16 60951O              (0)0(     4.5)      4898561.5
   17 60951P              (0)0(     6.5)      5106425.9
   18 9951A51F            (0)0(  1259.5)      5197946.7
   19 60951Q              (0)0(     8.5)      5263185.5
   20 60951R              (0)0(    10.0)      5319579.5
   21 60951U              (0)0(     2.5)      5334756.2
   22 60951V              (0)0(     4.5)      5461436.9
   23 60951W              (0)0(     6.5)      5593220.4
   24 60951X              (0)0(     8.5)      5694518.8
   25 60951Y              (0)0(    10.0)      5733102.4
   -1    5200.16 967.305 859.120 281.283 248.253 208.446 109.654 97.6978 81.9468 65.4998    0.0  49.8392 43.7494 37.4175 32.5477    0.0  31.4681 28.3447 25.1120 22.6508 21.8827    0.0  21.7536 19.9333 18.0440 16.6002 16.0861    0.0     0.0  15.9559 14.8009 13.5962 12.6703 12.3187
 28.0    3         1.57+05 2.35+05 3.92+05 7.84+05 1.57+06 3.92+06 7.84+06 1.18+07 1.57+07 2.35+07 3.92+07 7.84+07 1.57+08 2.35+08
    2    1 2.39+07 6.19-02 6.20-02 6.22-02 6.28-02 6.41-02 6.67-02 6.93-02 7.08-02 7.19-02 7.33-02 7.49-02 7.65-02 7.78-02 7.83-02
    4    1 3.22+11 9.07-02 9.11-02 9.20-02 9.45-02 1.01-01 1.21-01 1.52-01 1.79-01 2.02-01 2.40-01 2.97-01 3.87-01 4.89-01 5.54-01
    5    1 1.85+08 3.53-01 3.53-01 3.54-01 3.56-01 3.61-01 3.74-01 3.91-01 4.03-01 4.12-01 4.24-01 4.39-01 4.57-01 4.71-01 4.78-01
    7    1 5.19+12 9.05-01 9.07-01 9.12-01 9.25-01 9.58-01 1.07+00 1.26+00 1.44+00 1.59+00 1.85+00 2.26+00 2.92+00 3.70+00 4.20+00
    8    1 1.08+07 6.46-03 6.46-03 6.46-03 6.47-03 6.48-03 6.54-03 6.62-03 6.68-03 6.73-03 6.79-03 6.85-03 6.91-03 6.99-03 7.01-03
   10    1 1.31+11 1.29-02 1.30-02 1.30-02 1.31-02 1.34-02 1.45-02 1.64-02 1.81-02 1.96-02 2.22-02 2.63-02 3.29-02 4.06-02 4.55-02
   11    1 1.04+08 7.93-02 7.93-02 7.94-02 7.96-02 8.02-02 8.18-02 8.40-02 8.57-02 8.70-02 8.89-02 9.12-02 9.40-02 9.64-02 9.75-02
   12    1 2.95+12 3.12-01 3.12-01 3.14-01 3.17-01 3.24-01 3.49-01 3.93-01 4.33-01 4.69-01 5.33-01 6.32-01 7.99-01 9.94-01 1.12+00
   14    1 1.56+09 4.04-02 4.05-02 4.06-02 4.09-02 4.16-02 4.39-02 4.75-02 5.04-02 5.28-02 5.65-02 6.13-02 6.74-02 7.27-02 7.53-02
   15    1 7.77+06 2.18-03 2.18-03 2.18-03 2.18-03 2.19-03 2.21-03 2.24-03 2.25-03 2.27-03 2.29-03 2.30-03 2.32-03 2.35-03 2.35-03
