W +51        74        52      37980648.7
    1 56                  (0)0(   124.5)            0.0
    2 24555566            (0)0(   629.5)      3842559.9
    3 46517               (0)0(   209.0)     15013352.1
    4 46518               (0)0(   629.5)     16387284.5
    5 46519               (0)0(  1049.5)     17886460.1
    6 4651A               (0)0(  1469.5)     19062558.2
    7 24555556518         (0)0(  4535.5)     20150943.3
    8 24555556519         (0)0(  7559.5)     21644555.2
    9 2455555651A         (0)0( 10583.5)     22817130.8
   10 4651B               (0)0(   209.0)     24092080.2
   11 4651C               (0)0(   629.5)     24763365.0
   12 4651D               (0)0(  1049.5)     25486917.6
   13 4651E               (0)0(  1469.5)     26026704.2
   14 4651F               (0)0(  1889.5)     26317617.7
   15 2455555651C         (0)0(  4535.5)     28515907.4
   16 4651G               (0)0(   209.0)     28721017.3
   17 4651H               (0)0(   629.5)     29096702.8
   18 2455555651D         (0)0(  7559.5)     29238373.6
   19 4651I               (0)0(  1049.5)     29501238.2
   20 2455555651E         (0)0( 10583.5)     29776799.5
   21 4651J               (0)0(  1469.5)     29798516.5
   22 4651K               (0)0(  1889.5)     29960488.7
   23 4651M               (0)0(   209.0)     31400263.5
   24 4651N               (0)0(   629.5)     31631600.6
   25 4651O               (0)0(  1049.5)     31880572.5
   26 4651P               (0)0(  1469.5)     32062418.1
   27 4651Q               (0)0(  1889.5)     32162004.7
   -1    5373.53 1133.46 1026.35 421.031 388.082 354.573 211.923 199.338 185.686 174.904 129.129 122.988 116.390 111.441 108.795 86.9248 83.5085 79.8171 77.0882 75.6019    0.0  62.5002 60.3966 58.1247 56.4557 55.5421
 52.0    3         5.41+05 8.11+05 1.35+06 2.70+06 5.41+06 1.35+07 2.70+07 4.06+07 5.41+07 8.11+07 1.35+08 2.70+08 5.41+08 8.11+08
    3    1 2.45+10 3.07-01 3.07-01 3.08-01 3.09-01 3.12-01 3.22-01 3.36-01 3.47-01 3.56-01 3.69-01 3.85-01 4.06-01 4.23-01 4.32-01
    4    1 5.89+12 5.95-01 5.95-01 5.97-01 6.02-01 6.12-01 6.55-01 7.36-01 8.18-01 8.96-01 1.04+00 1.28+00 1.70+00 2.23+00 2.59+00
    5    1 2.38+10 5.50+00 5.50+00 5.51+00 5.52+00 5.56+00 5.68+00 5.85+00 5.99+00 6.11+00 6.28+00 6.51+00 6.79+00 7.03+00 7.15+00
    6    1 8.97+13 2.03+01 2.04+01 2.04+01 2.06+01 2.09+01 2.22+01 2.46+01 2.69+01 2.90+01 3.27+01 3.88+01 4.94+01 6.21+01 7.05+01
   10    1 1.28+10 5.76-02 5.76-02 5.77-02 5.77-02 5.80-02 5.86-02 5.97-02 6.07-02 6.15-02 6.28-02 6.46-02 6.68-02 6.86-02 6.96-02
   11    1 2.37+12 1.33-01 1.33-01 1.33-01 1.34-01 1.35-01 1.39-01 1.46-01 1.54-01 1.61-01 1.76-01 2.00-01 2.46-01 3.05-01 3.45-01
   12    1 1.13+10 1.14+00 1.14+00 1.14+00 1.15+00 1.15+00 1.16+00 1.18+00 1.20+00 1.21+00 1.24+00 1.27+00 1.31+00 1.34+00 1.36+00
   13    1 3.43+13 4.66+00 4.66+00 4.67+00 4.69+00 4.73+00 4.90+00 5.22+00 5.53+00 5.82+00 6.36+00 7.24+00 8.80+00 1.07+01 1.20+01
   14    1 1.61+11 1.04+00 1.04+00 1.05+00 1.05+00 1.06+00 1.09+00 1.13+00 1.18+00 1.22+00 1.28+00 1.37+00 1.50+00 1.61+00 1.67+00
   16    1 7.46+09 2.23-02 2.23-02 2.24-02 2.24-02 2.24-02 2.26-02 2.29-02 2.32-02 2.34-02 2.38-02 2.44-02 2.51-02 2.57-02 2.60-02
   17    1 1.21+12 5.47-02 5.47-02 5.48-02 5.49-02 5.52-02 5.63-02 5.84-02 6.05-02 6.27-02 6.68-02 7.41-02 8.79-02 1.06-01 1.18-01
   19    1 6.18+09 4.46-01 4.46-01 4.47-01 4.47-01 4.48-01 4.52-01 4.57-01 4.63-01 4.67-01 4.74-01 4.84-01 4.98-01 5.09-01 5.15-01
   21    1 1.71+13 1.85+00 1.85+00 1.86+00 1.86+00 1.88+00 1.93+00 2.03+00 2.13+00 2.22+00 2.39+00 2.68+00 3.19+00 3.83+00 4.24+00
   22    1 1.31+11 6.23-01 6.23-01 6.24-01 6.25-01 6.29-01 6.42-01 6.65-01 6.87-01 7.06-01 7.38-01 7.84-01 8.50-01 9.09-01 9.40-01
   23    1 4.70+09 1.13-02 1.13-02 1.13-02 1.14-02 1.14-02 1.14-02 1.16-02 1.17-02 1.18-02 1.20-02 1.23-02 1.26-02 1.29-02 1.31-02
   24    1 7.06+11 2.86-02 2.86-02 2.86-02 2.87-02 2.88-02 2.93-02 3.02-02 3.11-02 3.20-02 3.38-02 3.70-02 4.31-02 5.12-02 5.67-02
