  7  7 14
WAVELENGTH(A)= 
    55.615
 7 14 t 
excit   
     4.410      6.620     11.000     22.100     44.100    110.000    221.000    331.000    441.000    662.000   1100.000   2210.000   4410.000   6620.000 
  0.1000E+11  0.2400E-29  0.4050E-22  0.2230E-16  0.3880E-12  0.4350E-10  0.5960E-09  0.1240E-08  0.1510E-08  0.1640E-08  0.1730E-08  0.1740E-08  0.1640E-08  0.1470E-08  0.1350E-08
  0.1000E+12  0.2400E-29  0.4050E-22  0.2230E-16  0.3880E-12  0.4350E-10  0.5960E-09  0.1240E-08  0.1510E-08  0.1640E-08  0.1730E-08  0.1740E-08  0.1640E-08  0.1470E-08  0.1350E-08
  0.1000E+13  0.2400E-29  0.4050E-22  0.2230E-16  0.3880E-12  0.4350E-10  0.5960E-09  0.1240E-08  0.1510E-08  0.1640E-08  0.1730E-08  0.1740E-08  0.1640E-08  0.1470E-08  0.1350E-08
  0.1000E+14  0.2400E-29  0.4050E-22  0.2230E-16  0.3880E-12  0.4350E-10  0.5960E-09  0.1240E-08  0.1510E-08  0.1640E-08  0.1730E-08  0.1740E-08  0.1640E-08  0.1470E-08  0.1350E-08
  0.1000E+15  0.2400E-29  0.4050E-22  0.2230E-16  0.3880E-12  0.4350E-10  0.5960E-09  0.1240E-08  0.1510E-08  0.1630E-08  0.1730E-08  0.1740E-08  0.1640E-08  0.1470E-08  0.1350E-08
  0.1000E+16  0.2400E-29  0.4050E-22  0.2230E-16  0.3870E-12  0.4340E-10  0.5940E-09  0.1240E-08  0.1510E-08  0.1630E-08  0.1720E-08  0.1740E-08  0.1640E-08  0.1470E-08  0.1350E-08
  0.1000E+17  0.2400E-29  0.4040E-22  0.2220E-16  0.3840E-12  0.4280E-10  0.5820E-09  0.1220E-08  0.1480E-08  0.1600E-08  0.1690E-08  0.1710E-08  0.1620E-08  0.1450E-08  0.1340E-08
WAVELENGTH(A)= 
    56.929
 7 14 t 
excit   
     4.410      6.620     11.000     22.100     44.100    110.000    221.000    331.000    441.000    662.000   1100.000   2210.000   4410.000   6620.000 
  0.1000E+11  0.4090E-34  0.6900E-27  0.3800E-21  0.6610E-17  0.7430E-15  0.1020E-13  0.2120E-13  0.2570E-13  0.2790E-13  0.2950E-13  0.2970E-13  0.2800E-13  0.2510E-13  0.2310E-13
  0.1000E+12  0.4090E-34  0.6900E-27  0.3800E-21  0.6610E-17  0.7430E-15  0.1020E-13  0.2120E-13  0.2570E-13  0.2790E-13  0.2950E-13  0.2970E-13  0.2800E-13  0.2510E-13  0.2310E-13
  0.1000E+13  0.4090E-34  0.6900E-27  0.3800E-21  0.6610E-17  0.7430E-15  0.1020E-13  0.2120E-13  0.2570E-13  0.2790E-13  0.2950E-13  0.2970E-13  0.2800E-13  0.2510E-13  0.2310E-13
  0.1000E+14  0.4090E-34  0.6900E-27  0.3800E-21  0.6610E-17  0.7430E-15  0.1020E-13  0.2120E-13  0.2570E-13  0.2790E-13  0.2950E-13  0.2970E-13  0.2800E-13  0.2510E-13  0.2310E-13
  0.1000E+15  0.4090E-34  0.6900E-27  0.3800E-21  0.6610E-17  0.7420E-15  0.1020E-13  0.2120E-13  0.2570E-13  0.2790E-13  0.2950E-13  0.2970E-13  0.2800E-13  0.2510E-13  0.2310E-13
  0.1000E+16  0.4090E-34  0.6900E-27  0.3800E-21  0.6610E-17  0.7410E-15  0.1010E-13  0.2120E-13  0.2570E-13  0.2780E-13  0.2940E-13  0.2970E-13  0.2800E-13  0.2500E-13  0.2310E-13
  0.1000E+17  0.4090E-34  0.6890E-27  0.3790E-21  0.6550E-17  0.7300E-15  0.9940E-14  0.2080E-13  0.2520E-13  0.2730E-13  0.2890E-13  0.2920E-13  0.2760E-13  0.2480E-13  0.2290E-13
WAVELENGTH(A)= 
    69.536
 7 14 t 
excit   
     4.410      6.620     11.000     22.100     44.100    110.000    221.000    331.000    441.000    662.000   1100.000   2210.000   4410.000   6620.000 
  0.1000E+11  0.6420E-26  0.3710E-20  0.1380E-15  0.3160E-12  0.1270E-10  0.9070E-10  0.1450E-09  0.1560E-09  0.1560E-09  0.1490E-09  0.1340E-09  0.1130E-09  0.9390E-10  0.8400E-10
  0.1000E+12  0.6420E-26  0.3710E-20  0.1380E-15  0.3160E-12  0.1270E-10  0.9070E-10  0.1450E-09  0.1560E-09  0.1560E-09  0.1490E-09  0.1340E-09  0.1130E-09  0.9390E-10  0.8400E-10
  0.1000E+13  0.6420E-26  0.3710E-20  0.1380E-15  0.3160E-12  0.1270E-10  0.9070E-10  0.1450E-09  0.1560E-09  0.1560E-09  0.1490E-09  0.1340E-09  0.1130E-09  0.9390E-10  0.8400E-10
  0.1000E+14  0.6420E-26  0.3710E-20  0.1380E-15  0.3160E-12  0.1270E-10  0.9070E-10  0.1450E-09  0.1560E-09  0.1560E-09  0.1490E-09  0.1340E-09  0.1130E-09  0.9390E-10  0.8400E-10
  0.1000E+15  0.6430E-26  0.3720E-20  0.1380E-15  0.3160E-12  0.1270E-10  0.9070E-10  0.1450E-09  0.1560E-09  0.1560E-09  0.1490E-09  0.1340E-09  0.1130E-09  0.9390E-10  0.8400E-10
  0.1000E+16  0.6520E-26  0.3760E-20  0.1390E-15  0.3180E-12  0.1270E-10  0.9090E-10  0.1450E-09  0.1560E-09  0.1560E-09  0.1490E-09  0.1340E-09  0.1130E-09  0.9390E-10  0.8400E-10
  0.1000E+17  0.7420E-26  0.4190E-20  0.1510E-15  0.3360E-12  0.1320E-10  0.9270E-10  0.1470E-09  0.1580E-09  0.1580E-09  0.1510E-09  0.1360E-09  0.1140E-09  0.9440E-10  0.8430E-10
WAVELENGTH(A)= 
    71.602
 7 14 t 
excit   
     4.410      6.620     11.000     22.100     44.100    110.000    221.000    331.000    441.000    662.000   1100.000   2210.000   4410.000   6620.000 
  0.1000E+11  0.1310E-31  0.7560E-26  0.2800E-21  0.6420E-18  0.2580E-16  0.1850E-15  0.2940E-15  0.3170E-15  0.3170E-15  0.3030E-15  0.2730E-15  0.2290E-15  0.1910E-15  0.1710E-15
  0.1000E+12  0.1310E-31  0.7560E-26  0.2800E-21  0.6420E-18  0.2580E-16  0.1850E-15  0.2940E-15  0.3170E-15  0.3170E-15  0.3030E-15  0.2730E-15  0.2290E-15  0.1910E-15  0.1710E-15
  0.1000E+13  0.1310E-31  0.7560E-26  0.2800E-21  0.6420E-18  0.2580E-16  0.1850E-15  0.2940E-15  0.3170E-15  0.3170E-15  0.3030E-15  0.2730E-15  0.2290E-15  0.1910E-15  0.1710E-15
  0.1000E+14  0.1310E-31  0.7560E-26  0.2800E-21  0.6420E-18  0.2580E-16  0.1850E-15  0.2940E-15  0.3170E-15  0.3170E-15  0.3030E-15  0.2730E-15  0.2290E-15  0.1910E-15  0.1710E-15
  0.1000E+15  0.1310E-31  0.7570E-26  0.2810E-21  0.6420E-18  0.2580E-16  0.1850E-15  0.2940E-15  0.3170E-15  0.3170E-15  0.3030E-15  0.2730E-15  0.2290E-15  0.1910E-15  0.1710E-15
  0.1000E+16  0.1330E-31  0.7660E-26  0.2830E-21  0.6460E-18  0.2590E-16  0.1850E-15  0.2950E-15  0.3180E-15  0.3180E-15  0.3030E-15  0.2730E-15  0.2300E-15  0.1910E-15  0.1710E-15
  0.1000E+17  0.1510E-31  0.8530E-26  0.3080E-21  0.6840E-18  0.2680E-16  0.1890E-15  0.2990E-15  0.3220E-15  0.3220E-15  0.3070E-15  0.2760E-15  0.2310E-15  0.1920E-15  0.1720E-15
WAVELENGTH(A)= 
    91.888
 7 14 t 
excit   
     4.410      6.620     11.000     22.100     44.100    110.000    221.000    331.000    441.000    662.000   1100.000   2210.000   4410.000   6620.000 
  0.1000E+11  0.1790E-28  0.1030E-22  0.3830E-18  0.8770E-15  0.3530E-13  0.2520E-12  0.4020E-12  0.4340E-12  0.4340E-12  0.4140E-12  0.3730E-12  0.3140E-12  0.2610E-12  0.2340E-12
  0.1000E+12  0.1790E-28  0.1030E-22  0.3830E-18  0.8770E-15  0.3530E-13  0.2520E-12  0.4020E-12  0.4340E-12  0.4340E-12  0.4140E-12  0.3730E-12  0.3140E-12  0.2610E-12  0.2340E-12
  0.1000E+13  0.1790E-28  0.1030E-22  0.3830E-18  0.8770E-15  0.3530E-13  0.2520E-12  0.4020E-12  0.4340E-12  0.4340E-12  0.4140E-12  0.3730E-12  0.3140E-12  0.2610E-12  0.2340E-12
  0.1000E+14  0.1790E-28  0.1030E-22  0.3830E-18  0.8780E-15  0.3530E-13  0.2520E-12  0.4020E-12  0.4340E-12  0.4340E-12  0.4140E-12  0.3730E-12  0.3140E-12  0.2610E-12  0.2340E-12
  0.1000E+15  0.1790E-28  0.1030E-22  0.3830E-18  0.8780E-15  0.3530E-13  0.2520E-12  0.4020E-12  0.4340E-12  0.4340E-12  0.4140E-12  0.3730E-12  0.3140E-12  0.2610E-12  0.2340E-12
  0.1000E+16  0.1810E-28  0.1050E-22  0.3870E-18  0.8830E-15  0.3540E-13  0.2530E-12  0.4030E-12  0.4340E-12  0.4340E-12  0.4150E-12  0.3740E-12  0.3140E-12  0.2610E-12  0.2340E-12
  0.1000E+17  0.2060E-28  0.1170E-22  0.4210E-18  0.9350E-15  0.3670E-13  0.2580E-12  0.4090E-12  0.4400E-12  0.4400E-12  0.4200E-12  0.3770E-12  0.3160E-12  0.2620E-12  0.2340E-12
WAVELENGTH(A)= 
   285.861
 7 14 t 
excit   
     4.410      6.620     11.000     22.100     44.100    110.000    221.000    331.000    441.000    662.000   1100.000   2210.000   4410.000   6620.000 
  0.1000E+11  0.9040E-11  0.1970E-09  0.2120E-08  0.1110E-07  0.2210E-07  0.2910E-07  0.2890E-07  0.2770E-07  0.2650E-07  0.2460E-07  0.2200E-07  0.1850E-07  0.1510E-07  0.1330E-07
  0.1000E+12  0.9040E-11  0.1970E-09  0.2120E-08  0.1110E-07  0.2210E-07  0.2910E-07  0.2890E-07  0.2770E-07  0.2650E-07  0.2460E-07  0.2200E-07  0.1850E-07  0.1510E-07  0.1330E-07
  0.1000E+13  0.9040E-11  0.1970E-09  0.2120E-08  0.1110E-07  0.2210E-07  0.2910E-07  0.2890E-07  0.2770E-07  0.2650E-07  0.2460E-07  0.2200E-07  0.1850E-07  0.1510E-07  0.1330E-07
  0.1000E+14  0.9040E-11  0.1970E-09  0.2120E-08  0.1110E-07  0.2210E-07  0.2910E-07  0.2890E-07  0.2770E-07  0.2650E-07  0.2460E-07  0.2200E-07  0.1850E-07  0.1510E-07  0.1330E-07
  0.1000E+15  0.9040E-11  0.1970E-09  0.2120E-08  0.1100E-07  0.2210E-07  0.2910E-07  0.2890E-07  0.2770E-07  0.2650E-07  0.2460E-07  0.2200E-07  0.1850E-07  0.1510E-07  0.1330E-07
  0.1000E+16  0.9030E-11  0.1970E-09  0.2120E-08  0.1100E-07  0.2210E-07  0.2900E-07  0.2890E-07  0.2760E-07  0.2640E-07  0.2450E-07  0.2200E-07  0.1840E-07  0.1510E-07  0.1330E-07
  0.1000E+17  0.8930E-11  0.1950E-09  0.2100E-08  0.1090E-07  0.2170E-07  0.2830E-07  0.2820E-07  0.2700E-07  0.2590E-07  0.2410E-07  0.2160E-07  0.1820E-07  0.1490E-07  0.1320E-07
WAVELENGTH(A)= 
   324.329
 7 14 t 
excit   
     4.410      6.620     11.000     22.100     44.100    110.000    221.000    331.000    441.000    662.000   1100.000   2210.000   4410.000   6620.000 
  0.1000E+11  0.3800E-17  0.8260E-16  0.8910E-15  0.4640E-14  0.9290E-14  0.1220E-13  0.1210E-13  0.1160E-13  0.1110E-13  0.1030E-13  0.9260E-14  0.7760E-14  0.6360E-14  0.5600E-14
  0.1000E+12  0.3800E-17  0.8260E-16  0.8910E-15  0.4640E-14  0.9290E-14  0.1220E-13  0.1210E-13  0.1160E-13  0.1110E-13  0.1030E-13  0.9260E-14  0.7760E-14  0.6360E-14  0.5600E-14
  0.1000E+13  0.3800E-17  0.8260E-16  0.8910E-15  0.4640E-14  0.9290E-14  0.1220E-13  0.1210E-13  0.1160E-13  0.1110E-13  0.1030E-13  0.9260E-14  0.7760E-14  0.6360E-14  0.5600E-14
  0.1000E+14  0.3800E-17  0.8260E-16  0.8910E-15  0.4640E-14  0.9290E-14  0.1220E-13  0.1210E-13  0.1160E-13  0.1110E-13  0.1030E-13  0.9260E-14  0.7760E-14  0.6350E-14  0.5600E-14
  0.1000E+15  0.3800E-17  0.8260E-16  0.8910E-15  0.4640E-14  0.9290E-14  0.1220E-13  0.1210E-13  0.1160E-13  0.1110E-13  0.1030E-13  0.9250E-14  0.7760E-14  0.6350E-14  0.5600E-14
  0.1000E+16  0.3790E-17  0.8260E-16  0.8910E-15  0.4630E-14  0.9270E-14  0.1220E-13  0.1210E-13  0.1160E-13  0.1110E-13  0.1030E-13  0.9240E-14  0.7750E-14  0.6350E-14  0.5600E-14
  0.1000E+17  0.3750E-17  0.8180E-16  0.8820E-15  0.4570E-14  0.9100E-14  0.1190E-13  0.1190E-13  0.1140E-13  0.1090E-13  0.1010E-13  0.9090E-14  0.7640E-14  0.6280E-14  0.5540E-14
